M,Ri_x,Ri_y,Ri_z,Ri_kx,Ri_ky,Ri_kz,Ri_ex,Ri_ey,Ri_ez,Ri_distance,Ri_amp,Ri_status,Ri_ray_index,Ro_x,Ro_y,Ro_z,Ro_kx,Ro_ky,Ro_kz,Ro_ex,Ro_ey,Ro_ez,Ro_distance,Ro_amp,Ro_status,Ro_ray_index
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.5,-1.75,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,34.0,0.0,0.17227247462455653,19.95498130717711,-0.9980962214962023,0.04983410113269933,0.036338615814311304,-0.038734973141740014,-0.0479951506999706,-0.9980962214962023,80.02015921488608,1.0,0.0,34.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.5,-1.5,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,35.0,0.0,0.17674789057654006,19.944217008360962,-0.9983923065372456,0.04348187516764086,0.03636108880581612,-0.03818542733851116,-0.041888845606127996,-0.9983923065372456,80.01993501661804,1.0,0.0,35.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.5,-1.25,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,36.0,0.0,0.1652186737199004,19.93432962911218,-0.9986640288113966,0.03670981772327889,0.03636683710351729,-0.03766715921826436,-0.035374322249564466,-0.9986640288113966,80.01917032419473,1.0,0.0,36.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.5,-1.0,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,37.0,0.0,0.1377150866900847,19.926100286590135,-0.9989023946300949,0.029518605831208095,0.03636836416508449,-0.037209134802578814,-0.028451472536688463,-0.9989023946300949,80.01792450987784,1.0,0.0,37.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.5,-0.75,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,38.0,0.0,0.09424185802088114,19.91994735394356,-0.9990979329352319,0.021908579097300308,0.03637766576464574,-0.03684080372479126,-0.021120501543721578,-0.9990979329352319,80.01661823849619,1.0,0.0,38.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.5,-0.5,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,39.0,0.0,0.034774849643972705,19.91649858975745,-0.9992406820622579,0.01387970871449311,0.036406221964858876,-0.03659210112103928,-0.01338198218880031,-0.9992406820622579,80.01546200986212,1.0,0.0,39.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.5,-0.25,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,40.0,0.0,-0.040742297827909835,19.91636219807769,-0.9993201702937119,0.005431569936880104,0.03646498720920843,-0.03649345122134884,-0.005236913413641077,-0.9993201702937119,80.01468612232827,1.0,0.0,40.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.5,0.0,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,41.0,0.0,-0.13240156880534695,19.919897890962044,-0.9993253901861504,-0.0034366818027964105,0.036564378122495356,-0.03657577228388331,0.003313217640901135,-0.9993253901861504,80.01477098629147,1.0,0.0,41.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.5,0.25,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,0.0,-0.2190009209576843,19.927514351134572,-0.9992518072429531,-0.012172727736768195,0.03671035849918347,-0.03685328684878342,0.01173290118143603,-0.9992518072429531,80.01571968948622,1.0,0.0,42.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.5,0.5,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,43.0,0.0,-0.27930137635572716,19.938379442142264,-0.9991148644418518,-0.02022367763628574,0.036884827696544775,-0.03727927568749956,0.019487002220854914,-0.9991148644418518,80.01705239763726,1.0,0.0,43.0
